,Date,Unix,Ticker,Debt Equity Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Difference Stocl,Difference stock
599,2005-04-05 11:01:31,1112724091.0,avy,0.782,61.48,0.4082965866405357,1181.390015,6.916997601508561,-6.508701014868025,0.4082965866405357,-6.508701014868025
600,2005-08-29 23:49:11,1125384551.0,avy,0.747,53.94,-11.905928466438018,1212.280029,9.712575277648453,-21.61850374408647,-11.905928466438018,-21.61850374408647
601,2006-05-19 17:30:53,1148085053.0,avy,0.701,59.55,-2.7437530622243993,1267.030029,14.667505947756238,-17.411259009980636,-2.7437530622243993,-17.411259009980636
602,2007-02-14 04:33:25,1171456405.0,avy,0.575,67.7,10.566715662257074,1455.300049,31.706134191770946,-21.139418529513872,10.566715662257074,-21.139418529513872
603,2008-01-23 20:53:24,1201150404.0,avy,1.227,45.91,-25.020414829332026,1338.599976,21.144658923980682,-46.16507375331271,-25.020414829332026,-46.16507375331271
604,2011-04-29 07:55:47,1304088947.0,avy,81.25,42.5,-30.58958027110893,1363.609985,23.408090168798434,-53.99767043990737,-30.58958027110893,-53.99767043990737
605,2013-04-25 05:03:00,1366891380.0,avy,77.32,42.25,-30.997876857749468,1585.160034,43.45859487663372,-74.45647173438319,-30.997876857749468,-74.45647173438319
606,2004-08-03 22:52:58,1091598778.0,axp,2.661,49.91,0.0,1099.689941,0.0,0.0,0.0,0.0
607,2004-12-10 12:24:54,1102710294.0,axp,2.597,55.3,10.799438990182331,1188.0,8.030450739568955,2.7689882506133756,10.799438990182331,2.7689882506133756
608,2005-01-04 11:31:25,1104867085.0,axp,2.597,55.91,12.021638950110198,1188.050049,8.035001931512607,3.986637018597591,12.021638950110198,3.986637018597591
609,2005-04-05 11:07:39,1112724459.0,axp,2.949,51.3,2.7850130234421973,1181.390015,7.429373585585962,-4.644360562143765,2.7850130234421973,-4.644360562143765
610,2005-10-13 10:11:23,1129223483.0,axp,2.521,48.21,-3.406131035864548,1176.839966,7.015616140840912,-10.421747176705459,-3.406131035864548,-10.421747176705459
611,2005-12-13 22:25:08,1134541508.0,axp,4.456,50.77,1.7231015828491416,1267.430054,15.253400685602871,-13.53029910275373,1.7231015828491416,-13.53029910275373
612,2005-12-14 07:49:57,1134575397.0,axp,4.456,50.77,1.7231015828491416,1272.73999,15.736258244086269,-14.013156661237128,1.7231015828491416,-14.013156661237128
613,2005-12-22 23:42:49,1135323769.0,axp,4.456,52.3,4.78861951512723,1268.119995,15.316140279217114,-10.527520764089884,4.78861951512723,-10.527520764089884
614,2006-11-28 08:58:56,1164733136.0,axp,5.079,58.82,17.852133840913652,1386.719971,26.10099622617171,-8.248862385258057,17.852133840913652,-8.248862385258057
615,2007-01-11 23:29:04,1168586944.0,axp,5.079,59.45,19.11440593067523,1423.819946,29.474672170344057,-10.360266239668828,19.11440593067523,-10.360266239668828
616,2007-03-14 15:57:48,1173913068.0,axp,5.509,54.55,9.296734121418556,1387.170044,26.141923489686615,-16.84518936826806,9.296734121418556,-16.84518936826806
617,2007-04-05 05:30:25,1175776225.0,axp,5.509,56.31,12.823081546784223,1443.76001,31.28791636369072,-18.464834816906496,12.823081546784223,-18.464834816906496
618,2007-06-08 15:38:27,1181342307.0,axp,5.599,62.26,24.744540172310163,1507.670044,37.09955759247959,-12.355017420169428,24.744540172310163,-12.355017420169428
619,2007-10-23 22:08:34,1193202514.0,axp,6.175,58.66,17.53155680224404,1519.589966,38.18349239588069,-20.65193559363665,17.53155680224404,-20.65193559363665
620,2008-01-23 16:12:37,1201133557.0,axp,6.378,43.16,-13.524343818873973,1338.599976,21.72521781755571,-35.24956163642968,-13.524343818873973,-35.24956163642968
621,2008-10-28 18:29:50,1225243790.0,axp,5.538,23.49,-52.93528351031858,940.51001,-14.474982907932239,-38.46030060238634,-52.93528351031858,-38.46030060238634
622,2008-12-18 21:41:22,1229665282.0,axp,5.727,18.9,-62.13183730715287,885.2800289999999,-19.49730592288833,-42.63453138426454,-62.13183730715287,-42.63453138426454
623,2011-11-02 21:07:51,1320293271.0,axp,366.67,50.32,0.8214786615908709,1237.900024,12.568095591955581,-11.74661693036471,0.8214786615908709,-11.74661693036471
624,2011-11-04 15:56:14,1320447374.0,axp,366.67,50.79,1.7631737126828344,1253.22998,13.962120892037873,-12.19894717935504,1.7631737126828344,-12.19894717935504
625,2012-03-07 01:40:10,1331113210.0,axp,351.63,51.74,3.6665998797836217,1352.630005,23.001034616174586,-19.334434736390964,3.6665998797836217,-19.334434736390964
626,2012-03-07 17:08:49,1331168929.0,axp,351.63,51.97,4.127429372871172,1352.630005,23.001034616174586,-18.873605243303412,4.127429372871172,-18.873605243303412
627,2012-07-30 22:27:11,1343712431.0,axp,315.79,58.29,16.790222400320584,1385.300049,25.971876012640532,-9.181653612319948,16.790222400320584,-9.181653612319948
628,2012-08-06 08:14:18,1344266058.0,axp,315.79,57.61,15.427769985974763,1394.22998,26.783916813148327,-11.356146827173564,15.427769985974763,-11.356146827173564
629,2013-02-06 07:01:26,1360162886.0,axp,326.32,60.66,21.538769785614107,1512.119995,37.50421265333734,-15.965442867723233,21.538769785614107,-15.965442867723233
630,2013-04-25 05:50:50,1366894250.0,axp,310.53,67.42,35.08314966940494,1585.160034,44.14608835637243,-9.062938686967492,35.08314966940494,-9.062938686967492
631,2003-10-03 20:37:15,1065238635.0,azo,2.36,93.07,0.0,1029.849976,0.0,0.0,0.0,0.0
632,2004-09-23 22:22:55,1096003375.0,azo,10.906,74.73,-19.70559793703663,1108.359985,7.623441358413944,-27.329039295450574,-19.70559793703663,-27.329039295450574
633,2004-10-12 06:35:10,1097588110.0,azo,10.906,77.0,-17.266573546792728,1121.839966,8.932368028719557,-26.198941575512286,-17.266573546792728,-26.198941575512286
634,2005-05-11 16:27:52,1115854072.0,azo,4.942,84.37,-9.3478027291286,1171.109985,13.716561857743839,-23.06436458687244,-9.3478027291286,-23.06436458687244
635,2007-01-16 14:43:17,1168987397.0,azo,3.469,124.61,33.88847104330075,1431.900024,39.039671541440136,-5.151200498139389,33.88847104330075,-5.151200498139389
636,2007-02-20 18:33:46,1172025226.0,azo,3.469,127.72,37.23004190394328,1459.680054,41.73715473291422,-4.507112828970939,37.23004190394328,-4.507112828970939
637,2007-12-14 13:28:04,1197667684.0,azo,12.634,120.58,29.558396905554968,1467.949951,42.5401743175843,-12.981777412029334,29.558396905554968,-12.981777412029334
638,2008-01-23 23:18:18,1201159098.0,azo,12.634,114.58,23.111636402707646,1338.599976,29.980094887141117,-6.8684584844334715,23.111636402707646,-6.8684584844334715
639,2008-12-11 21:04:14,1229058254.0,azo,10.075,125.95,35.32824755560332,873.590027,-15.173078860177592,50.50132641578091,35.32824755560332,50.50132641578091
640,2003-12-15 23:51:09,1071561069.0,ba,2.023,39.2,0.0,1068.040039,0.0,0.0,0.0,0.0
641,2004-04-23 19:07:34,1082772454.0,ba,1.775,42.62,8.724489795918352,1140.599976,6.793746896224739,1.9307428996936125,8.724489795918352,1.9307428996936125
642,2004-06-22 15:13:31,1087942411.0,ba,1.583,49.58,26.479591836734677,1134.410034,6.214186039517945,20.265405797216733,26.479591836734677,20.265405797216733
643,2004-08-10 05:47:42,1092142062.0,ba,1.526,48.76,24.387755102040803,1079.040039,1.0299239352767373,23.357831166764065,24.387755102040803,23.357831166764065
644,2004-10-13 12:14:23,1097694863.0,ba,1.526,50.4,28.57142857142856,1113.650024,4.270437749010274,24.300990822418285,28.57142857142856,24.300990822418285
645,2004-12-10 14:13:37,1102716817.0,ba,1.296,52.78,34.64285714285714,1188.0,11.231785009887632,23.411072132969508,34.64285714285714,23.411072132969508
646,2005-01-21 23:14:29,1106378069.0,ba,1.296,50.07,27.729591836734684,1167.869995,9.347023740183962,18.38256809655072,27.729591836734684,18.38256809655072
647,2005-02-16 09:43:00,1108575780.0,ba,1.081,54.43,38.85204081632652,1210.339966,13.323463709584772,25.52857710674175,38.85204081632652,25.52857710674175
648,2005-04-04 05:06:47,1112616407.0,ba,1.081,58.78,49.94897959183673,1176.119995,10.119466691641515,39.82951290019522,49.94897959183673,39.82951290019522
649,2005-09-08 03:59:58,1126177198.0,ba,0.991,64.5,64.5408163265306,1231.670044,15.320587152632017,49.22022917389859,64.5408163265306,49.22022917389859
650,2005-12-14 23:01:36,1134630096.0,ba,1.153,71.45,82.2704081632653,1272.73999,19.165943553170486,63.104464610094816,82.2704081632653,63.104464610094816
651,2007-01-11 22:34:58,1168583698.0,ba,0.919,88.84,126.63265306122449,1423.819946,33.31147653725743,93.32117652396707,126.63265306122449,93.32117652396707
652,2007-06-13 21:25:31,1181795131.0,ba,1.559,98.47,151.19897959183672,1515.670044,41.91135057250415,109.28762901933257,151.19897959183672,109.28762901933257
653,2007-06-15 02:33:59,1181900039.0,ba,1.559,98.97,152.47448979591834,1532.910034,43.52552133113429,108.94896846478406,152.47448979591834,108.94896846478406
654,2007-07-17 11:23:37,1184696617.0,ba,1.559,102.07,160.38265306122446,1549.369995,45.066658404554445,115.31599465667001,160.38265306122446,115.31599465667001
655,2007-10-26 03:25:30,1193394330.0,ba,1.478,96.0,144.89795918367346,1535.280029,43.74742265631486,101.15053652735861,144.89795918367346,101.15053652735861
656,2008-01-23 15:53:15,1201132395.0,ba,1.339,76.02,93.9285714285714,1338.599976,25.332377731206012,68.5961936973654,93.9285714285714,68.5961936973654
657,2008-10-28 03:46:03,1225190763.0,ba,0.873,42.36,8.06122448979591,940.51001,-11.940566303057858,20.001790792853768,8.06122448979591,20.001790792853768
658,2008-12-18 03:42:42,1229600562.0,ba,0.873,41.02,4.642857142857143,885.2800289999999,-17.11171897367418,21.75457611653132,4.642857142857143,21.75457611653132
659,2008-12-19 19:12:32,1229742752.0,ba,0.873,41.16,4.999999999999984,887.8800050000001,-16.86828465426097,21.868284654260954,4.999999999999984,21.868284654260954
660,2011-04-27 03:12:55,1303899175.0,ba,434.0,75.55,92.72959183673467,1355.660034,26.929701555879593,65.79989028085508,92.72959183673467,65.79989028085508
661,2011-09-27 03:01:23,1317117683.0,ba,241.05,62.01,58.18877551020406,1175.380005,10.050181835926471,48.13859367427759,58.18877551020406,48.13859367427759
662,2011-11-07 22:29:08,1320733748.0,ba,204.26,66.29,69.10714285714286,1261.119995,18.07796982787085,51.029173029272016,69.10714285714286,51.029173029272016
663,2012-02-24 09:24:21,1330104261.0,ba,342.88,75.85,93.49489795918365,1365.73999,27.873482278691995,65.62141568049165,93.49489795918365,65.62141568049165
664,2012-04-27 11:01:28,1335549688.0,ba,342.88,76.99,96.40306122448978,1403.359985,31.395821669191193,65.00723955529858,96.40306122448978,65.00723955529858
665,2012-06-28 06:51:02,1340891462.0,ba,227.03,71.87,83.34183673469387,1329.040039,24.437286100657133,58.90455063403674,83.34183673469387,58.90455063403674
666,2012-07-13 11:00:04,1342202404.0,ba,227.03,71.71,82.93367346938773,1356.780029,27.034566070233257,55.899107399154474,82.93367346938773,55.899107399154474
667,2013-02-06 07:49:50,1360165790.0,ba,174.44,75.89,93.5969387755102,1512.119995,41.57896144191277,52.01797733359743,93.5969387755102,52.01797733359743
668,2013-04-26 01:20:15,1366964415.0,ba,174.44,91.67,133.8520408163265,1582.23999,48.14425791391142,85.70778290241509,133.8520408163265,85.70778290241509
669,2003-10-13 04:12:06,1066043526.0,bax,1.604,30.0,0.0,1045.349976,0.0,0.0,0.0,0.0
670,2004-05-11 20:35:29,1084332929.0,bax,1.36,31.64,5.466666666666669,1095.449951,4.792650896851418,0.6740157698152505,5.466666666666669,0.6740157698152505
671,2004-12-16 23:06:18,1103267178.0,bax,1.245,33.53,11.766666666666671,1203.209961,15.101161201920767,-3.3344945352540964,11.766666666666671,-3.3344945352540964
672,2005-04-12 22:31:24,1113370284.0,bax,1.159,34.96,16.533333333333335,1187.76001,13.623191971068643,2.9101413622646923,16.533333333333335,2.9101413622646923
673,2007-03-23 14:26:21,1174685181.0,bax,0.447,52.65,75.5,1436.109985,37.380783275590765,38.119216724409235,75.5,38.119216724409235
674,2011-12-23 01:38:47,1324633127.0,bax,63.28,49.76,65.86666666666666,1265.329956,21.043668154252686,44.822998512413974,65.86666666666666,44.822998512413974
675,2011-12-30 01:30:48,1325237448.0,bax,63.28,49.79,65.96666666666667,1257.599976,20.30420479963736,45.66246186702931,65.96666666666667,45.66246186702931
676,2012-04-27 18:48:25,1335577705.0,bax,76.08,55.27,84.23333333333335,1403.359985,34.24786121581162,49.98547211752173,84.23333333333335,49.98547211752173
677,2013-05-08 17:56:59,1368061019.0,bax,83.8,70.86,136.2,1632.689941,56.18596436453165,80.01403563546833,136.2,80.01403563546833
678,2004-10-20 01:55:57,1098262557.0,bbby,0.031,38.73,0.0,1103.660034,0.0,0.0,0.0,0.0
679,2005-04-05 13:37:06,1112733426.0,bbby,0.031,36.98,-4.5184611412341855,1181.390015,7.042927949314503,-11.561389090548689,-4.5184611412341855,-11.561389090548689
680,2005-08-30 19:07:36,1125454056.0,bbby,0.0,39.93,3.0983733539891634,1208.410034,9.491147343657458,-6.392773989668294,3.0983733539891634,-6.392773989668294
681,2004-08-10 06:03:54,1092143034.0,bby,0.243,44.82,0.0,1079.040039,0.0,0.0,0.0,0.0
682,2004-12-15 01:43:52,1103103832.0,bby,0.136,56.04,25.033467202141896,1205.719971,11.740058516957404,13.293408685184492,25.033467202141896,13.293408685184492
683,2005-03-07 11:28:46,1110223726.0,bby,0.123,53.2,18.69701026327533,1225.310059,13.555569275775497,5.141440987499834,18.69701026327533,5.141440987499834
684,2005-04-04 17:33:47,1112661227.0,bby,0.135,49.82,11.155734047300312,1176.119995,8.99688171812131,2.158852329179002,11.155734047300312,2.158852329179002
685,2007-04-10 15:00:55,1176242455.0,bby,0.105,48.09,7.2958500669344115,1448.390015,34.22949683519575,-26.933646768261333,7.2958500669344115,-26.933646768261333
686,2007-05-15 01:52:16,1179219136.0,bby,0.105,46.84,4.506916555109333,1501.189941,39.12272823455443,-34.615811679445095,4.506916555109333,-34.615811679445095
687,2007-06-15 18:12:37,1181956357.0,bby,0.105,47.97,7.028112449799194,1532.910034,42.06238680638986,-35.034274356590664,7.028112449799194,-35.034274356590664
688,2007-07-16 14:09:56,1184620196.0,bby,0.108,47.24,5.399375278893355,1549.52002,43.6017167107179,-38.20234143182455,5.399375278893355,-38.20234143182455
689,2007-12-19 01:03:12,1198054992.0,bby,0.585,51.62,15.171798304328417,1453.0,34.6567270429156,-19.48492873858718,15.171798304328417,-19.48492873858718
690,2008-11-04 01:11:27,1225789887.0,bby,0.566,27.76,-38.06336456938866,1005.75,-6.79215194534593,-31.271212624042732,-38.06336456938866,-31.271212624042732
691,2008-11-05 10:50:59,1225911059.0,bby,0.566,27.48,-38.68808567603748,952.7700199999999,-11.70206984321182,-26.98601583282566,-38.68808567603748,-26.98601583282566
692,2008-12-19 23:30:56,1229758256.0,bby,0.719,28.1,-37.30477465417224,887.8800050000001,-17.715749841605263,-19.58902481256698,-37.30477465417224,-19.58902481256698
693,2009-01-21 12:28:55,1232569735.0,bby,0.729,27.23,-39.245872378402495,840.23999,-22.130786659344707,-17.115085719057788,-39.245872378402495,-17.115085719057788
694,2011-09-02 09:33:16,1314981196.0,bby,30.91,24.79,-44.689870593485054,1173.969971,8.797628314884061,-53.48749890836912,-44.689870593485054,-53.48749890836912
695,2011-11-02 05:30:59,1320237059.0,bby,37.18,25.93,-42.14636323070058,1237.900024,14.722343866611611,-56.86870709731219,-42.14636323070058,-56.86870709731219
696,2011-12-05 17:59:07,1323136747.0,bby,37.18,28.39,-36.65774207942882,1257.079956,16.49984343166714,-53.15758551109596,-36.65774207942882,-53.15758551109596
697,2012-01-06 07:32:16,1325863936.0,bby,35.71,23.44,-47.70191878625613,1277.810059,18.421005042983392,-66.12292382923953,-47.70191878625613,-66.12292382923953
698,2012-03-08 21:07:35,1331269655.0,bby,35.71,24.53,-45.26996876394467,1365.910034,26.58566731831904,-71.85563608226371,-45.26996876394467,-71.85563608226371
699,2013-04-22 08:07:38,1366643258.0,bby,61.8,23.25,-48.125836680053546,1562.5,44.80463592880635,-92.9304726088599,-48.125836680053546,-92.9304726088599
700,2013-05-13 22:03:23,1368507803.0,bby,61.8,25.31,-43.52967425256582,1633.77002,51.40958267999915,-94.93925693256497,-43.52967425256582,-94.93925693256497
701,2003-10-27 06:03:05,1067259785.0,bcr,0.184,79.32,0.0,1031.130005,0.0,0.0,0.0,0.0
702,2005-01-26 09:55:46,1106762146.0,bcr,0.119,64.64,-18.50731215330307,1174.069946,13.86245578218821,-32.36976793549128,-18.50731215330307,-32.36976793549128
703,2005-03-22 01:38:49,1111480729.0,bcr,0.111,67.85,-14.46041351487645,1171.709961,13.633582120423316,-28.093995635299766,-14.46041351487645,-28.093995635299766
704,2006-06-28 00:12:03,1151478723.0,bcr,0.167,72.08,-9.127584467977806,1246.0,20.83830302271148,-29.965887490689283,-9.127584467977806,-29.965887490689283
705,2007-01-11 23:29:14,1168586954.0,bcr,0.114,83.03,4.67725668179527,1423.819946,38.083455926588044,-33.406199244792774,4.67725668179527,-33.406199244792774
706,2007-03-13 15:31:32,1173825092.0,bcr,0.089,78.62,-0.8825012607160725,1377.949951,33.63493878737435,-34.51744004809043,-0.8825012607160725,-34.51744004809043
707,2007-12-28 07:49:24,1198856964.0,bcr,0.081,94.23,18.79727685325266,1478.48999,43.385410455590424,-24.588133602337763,18.79727685325266,-24.588133602337763
708,2012-11-06 16:15:18,1352247318.0,bcr,68.13,97.37,22.75592536560768,1428.390015,38.52666570400111,-15.77074033839343,22.75592536560768,-15.77074033839343
709,2013-04-22 01:23:08,1366618988.0,bcr,73.2,99.53,25.47907211296017,1562.5,51.53278368618515,-26.053711573224977,25.47907211296017,-26.053711573224977
710,2013-05-21 14:44:03,1369172643.0,bcr,74.19,107.22,35.173978819969754,1669.160034,61.876778476638364,-26.70279965666861,35.173978819969754,-26.70279965666861
711,2003-10-27 03:53:29,1067252009.0,bdx,0.477,35.89,0.0,1031.130005,0.0,0.0,0.0,0.0
712,2007-01-25 03:46:23,1169725583.0,bdx,0.361,75.15,109.38980217330734,1423.900024,38.09122196962934,71.298580203678,109.38980217330734,71.298580203678
713,2008-10-28 23:38:55,1225262335.0,bdx,0.228,65.53,82.58567846196712,940.51001,-8.788416063986036,91.37409452595315,82.58567846196712,91.37409452595315
714,2009-01-20 19:09:27,1232507367.0,bdx,0.234,71.98,100.55725828921706,805.219971,-21.90897684138287,122.46623513059993,100.55725828921706,122.46623513059993
715,2009-02-04 10:52:06,1233773526.0,bdx,0.234,73.8,105.62830872109221,832.22998,-19.289519656641165,124.91782837773337,105.62830872109221,124.91782837773337
716,2011-09-06 06:11:03,1315314663.0,bdx,51.43,78.49,118.69601560323208,1165.23999,13.006117982184026,105.68989762104806,118.69601560323208,105.68989762104806
717,2012-01-10 22:05:52,1326261952.0,bdx,56.33,74.22,106.79855112844803,1292.079956,25.30718238579432,81.4913687426537,106.79855112844803,81.4913687426537
718,2013-04-22 01:26:50,1366619210.0,bdx,93.3,94.56,163.47171914182223,1562.5,51.53278368618515,111.93893545563708,163.47171914182223,111.93893545563708
719,2011-12-28 19:37:15,1325129835.0,beam,43.37,50.97,0.0,1249.640015,0.0,0.0,0.0,0.0
720,2012-01-09 17:29:42,1326158982.0,beam,43.37,50.91,-0.11771630370806803,1280.699951,2.485510677248928,-2.6032269809569963,-0.11771630370806803,-2.6032269809569963
721,2012-01-11 05:53:41,1326290021.0,beam,43.37,51.22,0.4904845987835982,1292.47998,3.4281844759908817,-2.9376998772072835,0.4904845987835982,-2.9376998772072835
722,2012-01-12 14:14:46,1326406486.0,beam,43.37,51.35,0.7455365901510743,1295.5,3.6698556743959623,-2.924319084244888,0.7455365901510743,-2.924319084244888
723,2013-05-23 18:30:59,1369359059.0,beam,47.34,67.47,32.37198351971748,1650.51001,32.078837920375015,0.2931455993424663,32.37198351971748,0.2931455993424663
724,2003-11-03 14:17:27,1067897847.0,ben,0.249,47.42,0.0,1059.02002,0.0,0.0,0.0,0.0
725,2004-04-27 13:37:20,1083098240.0,ben,0.283,55.35,16.722901729228173,1138.109985,7.468221894426522,9.254679834801651,16.722901729228173,9.254679834801651
726,2004-09-24 17:33:53,1096072433.0,ben,0.274,54.85,15.668494306199914,1110.109985,4.8242681002385694,10.844226205961345,15.668494306199914,10.844226205961345
727,2006-08-22 09:53:13,1156265593.0,ben,0.156,97.12,104.80809784900886,1298.819946,22.643568721203227,82.16452912780564,104.80809784900886,82.16452912780564
728,2007-04-09 15:23:09,1176157389.0,ben,0.126,125.1,163.81273724167016,1444.609985,36.41007324866249,127.40266399300768,163.81273724167016,127.40266399300768
729,2007-10-29 20:04:28,1193713468.0,ben,0.108,129.51,173.1126107127794,1540.97998,45.50999517459549,127.60261553818391,173.1126107127794,127.60261553818391
730,2012-08-22 08:22:30,1345648950.0,ben,20.85,117.86,148.544917756221,1413.48999,33.47150793239963,115.07340982382136,148.544917756221,115.07340982382136
731,2013-04-25 00:19:14,1366874354.0,ben,25.65,152.46,221.50991142977645,1585.160034,49.68178165319293,171.82812977658352,221.50991142977645,171.82812977658352
732,2013-04-25 14:42:50,1366926170.0,ben,25.65,153.62,223.95613665120203,1585.160034,49.68178165319293,174.2743549980091,223.95613665120203,174.2743549980091
733,2006-11-01 07:49:57,1162392597.0,bf-b,0.342,72.19,0.0,1367.810059,0.0,0.0,0.0,0.0
734,2007-01-26 04:47:47,1169815667.0,bf-b,0.315,65.45,-9.336473195733475,1422.180054,3.974966746461105,-13.31143994219458,-9.336473195733475,-13.31143994219458
735,2007-02-13 20:12:58,1171426378.0,bf-b,0.315,65.85,-8.782379831001528,1444.26001,5.589222750408218,-14.371602581409746,-8.782379831001528,-14.371602581409746
736,2008-06-16 10:57:59,1213639079.0,bf-b,0.599,77.59,7.4802604238814325,1360.140015,-0.5607535892525529,8.041014013133985,7.4802604238814325,8.041014013133985
737,2004-01-26 00:07:48,1075104468.0,bhi,0.456,35.86,0.0,1155.369995,0.0,0.0,0.0,0.0
738,2004-08-16 22:53:31,1092722011.0,bhi,0.376,39.22,9.369771332961516,1079.339966,-6.580578457899108,15.950349790860624,9.369771332961516,15.950349790860624
739,2004-11-23 09:52:37,1101232357.0,bhi,0.306,43.66,21.75125488008923,1176.939941,1.8669297362184027,19.88432514387083,21.75125488008923,19.88432514387083
740,2004-12-16 17:56:49,1103248609.0,bhi,0.306,43.04,20.022308979364194,1203.209961,4.140661970367336,15.881647008996858,20.022308979364194,15.881647008996858
741,2005-02-07 15:53:38,1107820418.0,bhi,0.306,43.85,22.28109313998885,1201.719971,4.011699819156197,18.269393320832656,22.28109313998885,18.269393320832656
742,2005-04-19 11:07:00,1113934020.0,bhi,0.298,44.01,22.727272727272723,1152.780029,-0.224167670201614,22.951440397474336,22.727272727272723,22.951440397474336
743,2006-10-23 12:26:59,1161631619.0,bhi,0.2,71.28,98.77300613496934,1377.02002,19.184332807604193,79.58867332736514,98.77300613496934,79.58867332736514
744,2008-02-12 02:46:07,1202813167.0,bhi,0.172,64.57,80.06134969325151,1348.859985,16.747015314345255,63.31433437890626,80.06134969325151,63.31433437890626
745,2008-12-31 20:18:16,1230783496.0,bhi,0.24,32.36,-9.760178471834914,903.25,-21.82158062707869,12.061402155243774,-9.760178471834914,12.061402155243774
746,2011-06-08 14:09:15,1307567355.0,bhi,25.91,73.07,103.76464026770773,1279.560059,10.74894315565118,93.01569711205656,103.76464026770773,93.01569711205656
747,2011-08-08 06:06:06,1312808766.0,bhi,23.75,64.54,79.97769102063582,1119.459961,-3.108098198447675,83.0857892190835,79.97769102063582,83.0857892190835
748,2011-12-23 11:42:42,1324669362.0,bhi,24.74,49.83,38.95705521472392,1265.329956,9.517294154761222,29.4397610599627,38.95705521472392,29.4397610599627
749,2011-12-29 08:21:19,1325175679.0,bhi,24.74,47.94,33.68655883993307,1263.02002,9.31736374199331,24.36919509793976,33.68655883993307,24.36919509793976
750,2012-02-27 21:17:26,1330406246.0,bhi,25.49,50.57,41.02063580591188,1367.589966,18.36813937685823,22.65249642905365,41.02063580591188,22.65249642905365
751,2012-05-01 19:35:49,1335926149.0,bhi,27.58,45.13,25.850529838259913,1405.819946,21.677034377199664,4.173495461060249,25.850529838259913,4.173495461060249
752,2012-10-25 01:20:18,1351153218.0,bhi,30.14,42.71,19.102063580591192,1412.969971,22.29588591661496,-3.193822336023768,19.102063580591192,-3.193822336023768
753,2013-04-22 02:10:40,1366621840.0,bhi,29.23,43.58,21.52816508644729,1562.5,35.23806285102635,-13.709897764579058,21.52816508644729,-13.709897764579058
754,2007-02-23 09:52:23,1172253143.0,big,0.035,26.56,0.0,1451.189941,0.0,0.0,0.0,0.0
755,2008-03-10 19:42:58,1205203378.0,big,0.179,19.77,-25.564759036144576,1273.369995,-12.25338882086422,-13.311370215280355,-25.564759036144576,-13.311370215280355
756,2008-06-11 14:38:14,1213220294.0,big,0.256,31.13,17.20632530120482,1335.48999,-7.972764124885844,25.179089426090663,17.20632530120482,25.179089426090663
757,2008-09-17 01:55:26,1221641726.0,big,0.217,30.85,16.152108433734952,1156.390015,-20.31435842208612,36.46646685582107,16.152108433734952,36.46646685582107
758,2008-12-09 23:28:17,1228894097.0,big,0.384,15.4,-42.01807228915662,888.669983,-38.7626693175928,-3.255402971563818,-42.01807228915662,-3.255402971563818
759,2011-12-27 19:20:40,1325042440.0,big,38.0,38.34,44.352409638554235,1265.430054,-12.800521954555096,57.15293159310933,44.352409638554235,57.15293159310933
760,2012-08-28 01:36:39,1346142999.0,big,35.19,30.64,15.361445783132538,1409.300049,-2.886589192530803,18.24803497566334,15.361445783132538,18.24803497566334
761,2013-04-23 16:01:22,1366758082.0,big,22.58,36.94,39.081325301204814,1578.780029,8.792101185050862,30.289224116153953,39.081325301204814,30.289224116153953
762,2004-10-15 17:13:19,1097885599.0,biib,0.125,57.57,0.0,1108.199951,0.0,0.0,0.0,0.0
763,2005-01-25 22:21:28,1106720488.0,biib,0.126,63.08,9.570957095709568,1168.410034,5.43314254306441,4.137814552645159,9.570957095709568,4.137814552645159
764,2005-04-08 02:19:07,1112951947.0,biib,0.125,36.53,-36.546812575994444,1181.199951,6.587258908839276,-43.13407148483372,-36.546812575994444,-43.13407148483372
765,2007-02-26 20:14:22,1172549662.0,biib,0.014,47.28,-17.873892652423134,1449.369995,30.785964544768323,-48.65985719719146,-17.873892652423134,-48.65985719719146
766,2007-02-27 11:09:17,1172603357.0,biib,0.014,47.17,-18.06496439117596,1399.040039,26.2443693250082,-44.309333716184156,-18.06496439117596,-44.309333716184156
767,2011-07-21 23:24:05,1311315845.0,biib,21.16,105.62,83.46360951884662,1343.800049,21.259710198272682,62.20389932057394,83.46360951884662,62.20389932057394
768,2011-07-29 20:58:27,1311998307.0,biib,21.16,101.87,76.94980024318222,1292.280029,16.61072785952505,60.339072383657175,76.94980024318222,60.339072383657175
769,2011-10-31 01:57:25,1320051445.0,biib,19.73,118.72,106.21851658850095,1253.300049,13.093313879780155,93.12520270872079,106.21851658850095,93.12520270872079
770,2013-02-06 17:31:35,1360200695.0,biib,16.38,161.71,180.89282612471774,1512.119995,36.44830011366784,144.4445260110499,180.89282612471774,144.4445260110499
771,2013-04-23 06:46:33,1366724793.0,biib,16.38,215.2,273.80580163279484,1578.780029,42.46346316613399,231.34233846666086,273.80580163279484,231.34233846666086
772,2013-05-13 12:50:10,1368474610.0,biib,12.47,213.22,270.3665103352441,1633.77002,47.42556327725373,222.94094705799034,270.3665103352441,222.94094705799034
773,2004-12-14 03:38:28,1103024308.0,bks,0.185,30.79,0.0,1203.380005,0.0,0.0,0.0,0.0
774,2005-03-31 23:13:15,1112335995.0,bks,0.21,34.49,12.016888600194878,1180.589966,-1.893835605154498,13.910724205349377,12.016888600194878,13.910724205349377
